order_number,order_date,serial_number,product_name,item_type,registration_no
4209,28-01-2025,AS2407262B1334,ADANI DCR TOPCON 570 WP,Solar Panel,NP-GJUG25-006841055
4209,28-01-2025,AS2407262B1566,ADANI DCR TOPCON 570 WP,Solar Panel,NP-GJUG25-006841055
4209,28-01-2025,SYS1191161A6770,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-006841055
4210,29-01-2025,AS2412172B1942,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-006842716
4210,29-01-2025,AS2412162B0144,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-006842716
4210,29-01-2025,AS2412172B2010,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-006842716
4210,29-01-2025,AS2412172B2638,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-006842716
4210,29-01-2025,AS2412162B0304,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-006842716
4210,29-01-2025,AS2412172B1977,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-006842716
4210,29-01-2025,SYS119116195876,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-006842716
4212,29-01-2025,MS2412191B0249,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006848199
4212,29-01-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006848199
4212,29-01-2025,MS2412191B0240,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006848199
4212,29-01-2025,MS2412191B0085,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006848199
4212,29-01-2025,MS2412191B0088,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006848199
4212,29-01-2025,MS2412191B0247,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006848199
4212,29-01-2025,MS2412191B0323,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006848199
4212,29-01-2025,MS2412191B0245,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006848199
4212,29-01-2025,MS2412191B0154,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006848199
4212,29-01-2025,SYS11911JK62J8,SOLAR YAAN 4.2 KW,Inverter,NP-GJUG25-006848199
4216,03-02-2025,95409001-0724686141,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006936374
4216,03-02-2025,95409001-0724686132,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006936374
4216,03-02-2025,95409001-0724686127,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006936374
4216,03-02-2025,95409001-0724686136,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006936374
4216,03-02-2025,95409001-0724686135,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006936374
4216,03-02-2025,95409001-0724686146,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006936374
4216,03-02-2025,SYS1191161C1287,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-006936374
4217,30-01-2025,MS2502042C1106,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006864051
4217,30-01-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006864051
4217,30-01-2025,MS2502042C1097,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006864051
4217,30-01-2025,MS2502052A0193,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006864051
4217,30-01-2025,MS2502052A0107,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006864051
4217,30-01-2025,MS2502052A0164,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006864051
4217,30-01-2025,MS2502042C1116,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006864051
4217,30-01-2025,SYS11911HK658T,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-006864051
4218,30-01-2025,MS2412191B0326,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006900277
4218,30-01-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006900277
4218,30-01-2025,MS2412181C5415,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006900277
4218,30-01-2025,MS2412191B0213,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006900277
4218,30-01-2025,MS2412181C5392,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006900277
4218,30-01-2025,MS2501272B4093,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006900277
4218,30-01-2025,MS2501272B4579,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006900277
4218,30-01-2025,SYS1191161C1455,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-006900277
4219,30-01-2025,MS2502042C1179,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006596742
4219,30-01-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006596742
4219,30-01-2025,MS2502052A0156,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006596742
4219,30-01-2025,MS2502042C1178,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006596742
4219,30-01-2025,MS2502052A0172,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006596742
4219,30-01-2025,MS2502042C1042,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006596742
4219,30-01-2025,MS2502052A0026,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006596742
4219,30-01-2025,SYS11911HK6872,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-006596742
4220,03-02-2025,MS2502042C1134,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006952745
4220,03-02-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006952745
4220,03-02-2025,MS2502052A0066,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006952745
4220,03-02-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006952745
4220,03-02-2025,MS2502042C1131,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006952745
4220,03-02-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006952745
4220,03-02-2025,MS2502052A0168,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006952745
4220,03-02-2025,MS2502052A0161,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006952745
4220,03-02-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006952745
4220,03-02-2025,MS2502042C1139,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006952745
4220,03-02-2025,SYS1191161C1230,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-006952745
4221,05-02-2025,AS2412032C5193,ADANI DCR TOPCON 565 WP,Solar Panel,NP-GJTPA25-006973140
4221,05-02-2025,,ADANI DCR TOPCON 565 WP,Solar Panel,NP-GJTPA25-006973140
4221,05-02-2025,AS2412032C5113,ADANI DCR TOPCON 565 WP,Solar Panel,NP-GJTPA25-006973140
4221,05-02-2025,AS2412032C5196,ADANI DCR TOPCON 565 WP,Solar Panel,NP-GJTPA25-006973140
4221,05-02-2025,AS2412032C5089,ADANI DCR TOPCON 565 WP,Solar Panel,NP-GJTPA25-006973140
4221,05-02-2025,AS2412032C4641,ADANI DCR TOPCON 565 WP,Solar Panel,NP-GJTPA25-006973140
4221,05-02-2025,AS2412032C5069,ADANI DCR TOPCON 565 WP,Solar Panel,NP-GJTPA25-006973140
4221,05-02-2025,SYS1191161C5218,SOLAR YAAN 3.3 KW,Inverter,NP-GJTPA25-006973140
4223,29-01-2025,MS2411192C5276,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,MS2411192C5115,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,MS2411192C5268,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,MS2411192C5155,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,MS2411192C5266,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,MS2411192C5129,ADANI DCR BIFACIAL 550 WP,Solar Panel,NP-GJUG25-006977550
4223,29-01-2025,A0VS332048EA173,APS 3.3 KW,Inverter,NP-GJUG25-006977550
4224,06-02-2025,AS2412162B0162,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,AS2412172B0894,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,AS2412172B2431,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,AS2412162B0202,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,AS2412162B5254,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,AS2502091A0646,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007019146
4224,06-02-2025,SYS1191161A1975,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-007019146
4225,01-02-2025,MS2502052A0204,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,MS2502042C1077,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,MS2502052A0030,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,MS2502052A0034,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,MS2502042C1151,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,MS2502042C1057,ADANI DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-006997030
4225,01-02-2025,SYS11911HK604F,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-006997030
4226,11-02-2025,AS2412162B0377,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007056756
4226,11-02-2025,AS2412172B2541,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007056756
4226,11-02-2025,AS2412162B0210,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007056756
4226,11-02-2025,AS2412162B5248,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007056756
4226,11-02-2025,AS2412162B0207,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007056756
4226,11-02-2025,AS2412162B4658,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-007056756
4226,11-02-2025,SYS11911HK6AP8,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-007056756
4227,12-02-2025,95409001-0724686148,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-007086303
4227,12-02-2025,95409001-0724686152,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-007086303
4227,12-02-2025,95409001-0724686158,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-007086303
4227,12-02-2025,95409001-0724686147,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-007086303
4227,12-02-2025,95409001-0724686151,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-007086303
4227,12-02-2025,95409001-0724686149,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-007086303
4227,12-02-2025,SYS1191161C2848,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-007086303
4246,09-05-2025,T-07C2F34,TATA POWER DCR TOPCON 570 WP,Solar Panel,NP-GJUG25-7615766
4246,09-05-2025,T-07C2F57,TATA POWER DCR TOPCON 570 WP,Solar Panel,NP-GJUG25-7615766
4246,09-05-2025,T-07C2EDF,TATA POWER DCR TOPCON 570 WP,Solar Panel,NP-GJUG25-7615766
4246,09-05-2025,T-07C2F64,TATA POWER DCR TOPCON 570 WP,Solar Panel,NP-GJUG25-7615766
4246,09-05-2025,T-07C2F58,TATA POWER DCR TOPCON 570 WP,Solar Panel,NP-GJUG25-7615766
4246,09-05-2025,T-07C2E98,TATA POWER DCR TOPCON 570 WP,Solar Panel,NP-GJUG25-7615766
4246,09-05-2025,XM4030L3S36330,SOLAX 3.00 KW,Inverter,NP-GJUG25-7615766
4257,17-02-2025,95409001-0724686138,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7104957
4257,17-02-2025,95409001-0724686150,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7104957
4257,17-02-2025,95409001-0724686123,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7104957
4257,17-02-2025,95409001-0724686134,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7104957
4257,17-02-2025,95409001-0724686131,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7104957
4257,17-02-2025,95409001-0724686143,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7104957
4257,17-02-2025,95409001-0724686137,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7104957
4257,17-02-2025,95409001-0724686155,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7104957
4257,17-02-2025,SYS11911JK63FS,SOLAR YAAN 4.2 KW,Inverter,NP-GJUG25-7104957
4259,14-02-2025,RSBB2M0280125010690,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7121293
4259,14-02-2025,RSBB2M0280125010683,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7121293
4259,14-02-2025,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7121293
4259,14-02-2025,RSBB2M0280125010602,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7121293
4259,14-02-2025,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7121293
4259,14-02-2025,RSBB2M0280125010652,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7121293
4259,14-02-2025,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7121293
4259,14-02-2025,RSBB2M0280125010706,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7121293
4259,14-02-2025,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7121293
4259,14-02-2025,RSBB2M0280125010688,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7121293
4259,14-02-2025,SYS1191161C1827,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-7121293
4260,24-02-2025,RSBB2M0100325025102,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,RSBB2M0110325026201,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,RSBB2M0110325026177,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,RSBB2M0110325026153,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,RSBB2M0110325026176,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,RSBB2M0110325026200,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,RSBB2M0110325026195,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJTPA25-7169336
4260,24-02-2025,SYS119116192867,SOLAR YAAN 3.6 KW,Inverter,NP-GJTPA25-7169336
4261,25-02-2025,AS2502031B2718,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7163058
4261,25-02-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7163058
4261,25-02-2025,AS2502011A0815,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7163058
4261,25-02-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7163058
4261,25-02-2025,AS2502011A0877,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7163058
4261,25-02-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7163058
4261,25-02-2025,AS2502081C0809,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7163058
4261,25-02-2025,AS2502081C0691,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7163058
4261,25-02-2025,AS2502081C0804,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7163058
4261,25-02-2025,SYS119116193842,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-7163058
4262,24-02-2025,95409001-1224819331,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7172753
4262,24-02-2025,,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7172753
4262,24-02-2025,95409001-0724686144,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7172753
4262,24-02-2025,95409001-0724686145,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7172753
4262,24-02-2025,95409001-1224819320,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7172753
4262,24-02-2025,,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7172753
4262,24-02-2025,95409001-1224819316,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7172753
4262,24-02-2025,,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7172753
4262,24-02-2025,95409001-1224819327,APS DCR BIFACIAL 540 WP,Solar Panel,NP-GJUG25-7172753
4262,24-02-2025,SYS1191161B8155,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-7172753
4264,29-03-2025,RSBB2M0290425041350,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP/1156932/2024
4264,29-03-2025,RSBB2M0290425042420,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP/1156932/2024
4264,29-03-2025,RSBB2M0290425041300,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP/1156932/2024
4264,29-03-2025,RSBB2M0290425040961,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP/1156932/2024
4264,29-03-2025,RSBB2M0290425041295,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP/1156932/2024
4264,29-03-2025,RSBB2M0290425041204,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP/1156932/2024
4264,29-03-2025,RSBB2M0290425042414,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP/1156932/2024
4264,29-03-2025,RSBB2M0290425041750,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP/1156932/2024
4264,29-03-2025,SYS11911JK63MG,SOLAR YAAN 4.2 KW,Inverter,NP/1156932/2024
4269,03-06-2025,01513.12505G05-00009,SELEC 1.5 KW,Inverter,NP-GJUG25-7572614
4270,24-02-2025,AS2501202C5523,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7173009
4270,24-02-2025,AS2501202C5623,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7173009
4270,24-02-2025,AS2501202C4962,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7173009
4270,24-02-2025,AS2501202C6058,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7173009
4270,24-02-2025,AS2501202C5046,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7173009
4270,24-02-2025,AS2501202C6044,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7173009
4270,24-02-2025,SYS1191161C1452,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-7173009
4271,03-06-2025,01513.12505G05-00058,SELEC 1.5 KW,Inverter,NP-GJUG25-4730747
4272,19-02-2025,RSBB2M0110425031342,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7173286
4272,19-02-2025,RSBB2M0110425031543,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7173286
4272,19-02-2025,RSBB2M0110425031526,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7173286
4272,19-02-2025,RSBB2M0110425031562,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7173286
4272,19-02-2025,RSBB2M0110425031486,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7173286
4272,19-02-2025,RSBB2M0110425031471,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7173286
4272,19-02-2025,SYS1191161B9727,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-7173286
4274,27-02-2025,RSBB2M0110325026646,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7175866
4274,27-02-2025,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7175866
4274,27-02-2025,RSBB2M0110325026638,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7175866
4274,27-02-2025,RSBB2M0110325026637,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7175866
4274,27-02-2025,RSBB2M0110325026634,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7175866
4274,27-02-2025,RSBB2M0110325026631,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7175866
4274,27-02-2025,RSBB2M0110325026538,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG25-7175866
4274,27-02-2025,SYS1191161A1277,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG25-7175866
4275,23-09-2024,MS2410162A1580,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,MS2410162A1460,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,MS2410162A1636,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,MS2410162A2226,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,MS2410162A2203,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,MS2410162A2254,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,MS2410162A2197,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,MS2410162A2124,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,MS2410162A2601,ADANI DCR BIFACIAL 535 WP,Solar Panel,NP/182395/2023
4275,23-09-2024,SYS1191161A2227,SOLAR YAAN 4.6 KW,Inverter,NP/182395/2023
4276,31-12-2024,RSBB2M0110325026167,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG24-005500879
4276,31-12-2024,,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG24-005500879
4276,31-12-2024,RSBB2M0100325024887,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG24-005500879
4276,31-12-2024,RSBB2M0110325026230,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG24-005500879
4276,31-12-2024,RSBB2M0110325026160,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG24-005500879
4276,31-12-2024,RSBB2M0110325026181,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG24-005500879
4276,31-12-2024,RSBB2M0110325026173,RAYZON DCR BIFACIAL 545 WP,Solar Panel,NP-GJUG24-005500879
4276,31-12-2024,SYS1191161C8219,SOLAR YAAN 3.3 KW,Inverter,NP-GJUG24-005500879
4278,01-03-2025,AS2501182C2334,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7195059
4278,01-03-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7195059
4278,01-03-2025,AS2501172C0694,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7195059
4278,01-03-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7195059
4278,01-03-2025,AS2501172C3948,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7195059
4278,01-03-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7195059
4278,01-03-2025,AS2501172C0289,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7195059
4278,01-03-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7195059
4278,01-03-2025,AS2501172C1339,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7195059
4278,01-03-2025,,ADANI DCR TOPCON 575 WP,Solar Panel,NP-GJUG25-7195059
